Author;URLs;Heading;Views;Engagement;Action;Likes;Comments;Shares;Createtime;Duration
iamhartz;https://www.tiktok.com/@iamhartz/video/7605993936708046098;น่าไปมากขนลุก #BUเจริญเฟส #เติมไฟให้ลุก #เอาสุดทุกความเจริญ #EVENTBU #อีเว้นท์บียูแค่เรียนก็มีงานรอ ;77200;11244;544;10700;45;499;46065;85
iamhartz;https://www.tiktok.com/@iamhartz/video/7605886970090343701;พิกซี่ปิดตำนานผมผี  #PiXXiE_2ndConcert #PiXXiETalesConcert #ผมแพนทีน #ad ;2600000;25773;273;25500;12;261;46065;61
iamhartz;https://www.tiktok.com/@iamhartz/video/7604885285264002324;บูสไมค์เพิ่มดาเมจ;238700;52064;3264;48800;147;3117;46062;73
iamhartz;https://www.tiktok.com/@iamhartz/video/7604423148653546773;ซูมจากมุมไหนก็เจอแต่มุมเด็ด #ซัมซุงซูม #GalaxyS25Ultra #withGalaxy #PiXXiETalesConcert #PiXXiE ;49000;5639;131;5508;7;124;46061;40
iamhartz;https://www.tiktok.com/@iamhartz/video/7604133886355885332;ทำถึง ทำเกินไปมาก #ซัมซุงซูม #GalaxyS25Ultra #withGalaxy #PiXXiETalesConcert;198100;37537;1937;35600;20;1917;46060;35
iamhartz;https://www.tiktok.com/@iamhartz/video/7603954835267800327;เพราะฮาร์ทมันโคตรเคะ #SHOTARO #RIIZE ;47600;8642;145;8497;17;128;46060;12
iamhartz;https://www.tiktok.com/@iamhartz/video/7603771210043837716;สรุปได้ถ่ายนะคะพี่โชน่ารักมาก #SHOTARO #RIIZE #บันเทิงtiktok ;86500;23676;1276;22400;47;1229;46059;130
iamhartz;https://www.tiktok.com/@iamhartz/video/7603705635850554645;เรื่องที่คนเพิ่งเข้าวงการไซน์แบบชั้นเพิ่งรู้ #AIS #Ready2FlyPremium #เที่ยวจีน;758100;1703;54;1649;4;50;46059;110
iamhartz;https://www.tiktok.com/@iamhartz/video/7602916812883283218;ขอนับเป็นโมเม้นนะคะ #บันเทิงtiktok #ติ่งกับtiktok #สาววาย ;320900;94646;28846;65800;146;28700;46057;19
iamhartz;https://www.tiktok.com/@iamhartz/video/7602221742819527957;จีบก่อนวาเลนไทน์ไม่ผิดกติกา 💘 ป้อนป๊อกกี้หน่อยงับ👀 แค่นี้ก็ได้ลุ้นไปเจอ เตนิวซัง ที่แฟนมีต! ⏰ 2–24 ก.พ. 69 รีบเลยงับ #Pocky #ป๊อกกี้ #ป้อนป๊อกกี้หน่อยงับ #เตนิว #Polcasan;1400000;24755;155;24600;21;134;46055;55
iamhartz;https://www.tiktok.com/@iamhartz/video/7600794982697504007;ว้าวแทยงนี่เอง #TAEYONG #ClearnoseAmbassador #CLEARNOSExTAEYONG #nct127 #บันเทิงtiktok ;145400;39147;3947;35200;62;3885;46051;20
iamhartz;https://www.tiktok.com/@iamhartz/video/7599995548061453589;คลิปนี้สำหรับฮาร์ทเวน #PROXIEChokun  #PROXIEth #VOC_WHEREIWANNABE #บันเทิงtiktok ;60600;16443;2443;14000;101;2342;46049;95
iamhartz;https://www.tiktok.com/@iamhartz/video/7599676640146263304;สุขสันต์วันเกิดนะดีใจที่ได้รู้จัก🤍 #HAPPY_BINTH_DAY;1600000;334612;8012;326600;626;7386;46048;39
iamhartz;https://www.tiktok.com/@iamhartz/video/7599146206962388232;มาแล้วแม่คู่จิ้นแห่งปี #Tenlee #เตนล์ #บันเทิงtiktok ;567500;163139;12739;150400;539;12200;46047;105
iamhartz;https://www.tiktok.com/@iamhartz/video/7598888685903318279;พ้อกสีหล่อบอกต่อด้วย #WithatxPROXIE #ScentInversion #PROXIE #บันเทิงtiktok #ติ่งกับtiktok ;23700;977;21;956;6;15;46046;79
iamhartz;https://www.tiktok.com/@iamhartz/video/7598156573625601287;เตรียมจัดแฟนมีต;176600;31970;1670;30300;73;1597;46044;19
iamhartz;https://www.tiktok.com/@iamhartz/video/7598053492070173960;ศศิทำถึงมาก มีอะไรดูตอนกินข้าวแล้ว #sasiRealityxKAOxPROXIE #sasiRealityProject #KAOfaceofsasi #PROXIEfaceofsasi;3100000;54100;1100;53000;10;1090;46044;85
iamhartz;https://www.tiktok.com/@iamhartz/video/7597724937457159442;อีกหนึ่งสิ่งที่ชอบเวลามาคอนที่ ตปท #คอนเสิร์ต #บันเทิงtiktok #ติ่งกับtiktok ;191300;33901;1301;32600;40;1261;46043;26
iamhartz;https://www.tiktok.com/@iamhartz/video/7597396687874772242;ให้มันไม่ดีแต่กรุ #povidol #บันเทิงtiktok ;245700;53517;3817;49700;99;3718;46042;22
iamhartz;https://www.tiktok.com/@iamhartz/video/7597351035128024338;หินพี่ฮาร์ท #iamhartz ;38300;5977;341;5636;14;327;46042;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7597038569030421778;อะไรใหม่ใหม่ในวงการติ่งมาก @Amaze Super App  #AmazeSuperApp #อเมซรวมพอยท์ใช้แทนเงินสด #AmazexTleFirstOne  #เติ้ลเฟิร์สวัน#Amazeชวนช้อปกับเติ้ลเฟิร์สวัน;3200000;4098;228;3870;17;211;46041;48
iamhartz;https://www.tiktok.com/@iamhartz/video/7596987500476796167;ฉันฟินแทนแฟนคลับพี่GD ควรมาซักครั้งนะคะ ใครสนใจสามารถหาซื้อบัตรได้ที่ Megatix 15 มกราคม - 15 กุมภาพันธ์ นี้เท่านั้น แล้วที่ไทยเป็นที่สุดท้ายแล้ว ไปกันเหอะทุกคน #GDRAGON #Übermensch #GDRAGONExhibition  #GDRAGONinBangkok ;17800;2093;158;1935;22;136;46041;109
iamhartz;https://www.tiktok.com/@iamhartz/video/7596692155209501970;สนุกสุดเหวี่ยง #TOMORROW_X_TOGETHER #ACTTOMORROW_IN_SINGAPORE #TXT #บันเทิงtiktok ;41900;10576;793;9783;86;707;46040;43
iamhartz;https://www.tiktok.com/@iamhartz/video/7596238526732143879;มีงานไซน์แล้วนะคะ ใครคิดถึง #บันเทิงtiktok #povidol #ติ่งกับtiktok ;441100;91532;10132;81400;132;10000;46039;33
iamhartz;https://www.tiktok.com/@iamhartz/video/7595933136920481042;แก รีบแลกบัตรเลย!  ชมถ้วยระดับโลกแล้ว มาซ่าส์ต่อกับศิลปินคนโปรด! ทั้งบิวกิ้น พีพี ปัน โอ้ต ปราโมทย์ PERSES และ VIIZ เริ่มๆ แล้วไปเปิดฟีลซ่าส์กันนน!!! #โค้กเปิดฟีลซ่าส์ #FIFAWorldCup #ThanksCoke #FIFATrophyTour  #AllTheFeels;12300;568;11;557;3;8;46038;78
iamhartz;https://www.tiktok.com/@iamhartz/video/7595170349751274770;มีใครรอสรุปข่าวบ้างคะ #BTS #jisung #kiiikiii #ANNIE #บันเทิงtiktok ;158900;42195;4095;38100;101;3994;46036;40
iamhartz;https://www.tiktok.com/@iamhartz/video/7595111612629978376;ป้ายยาซีรีส์จีนค่ะ #เซียวเหยาพลิกชะตาราชาปีศาจ #เกมรักข้ามบทบาท #iQIYI #iqiyithailand #iqiyijanjoy;11400;847;14;833;5;9;46036;119
iamhartz;https://www.tiktok.com/@iamhartz/video/7594815367780764935;เจอแบบนี้เต้นลืมเหนื่อย #M150sparkling #MISOซ่า #MatchaOrange;2300000;3564;407;3157;18;389;46035;42
iamhartz;https://www.tiktok.com/@iamhartz/video/7594432934799543560;อย่าแซว ;154200;36577;4977;31600;133;4844;46034;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7594057536484035848;เดายากมากค่ะ ความเครียดก่อนนอน #PiXXiE #บันเทิงtiktok ;81500;15350;1050;14300;88;962;46033;14
iamhartz;https://www.tiktok.com/@iamhartz/video/7593341078053571858;ถ้าคนที่เป็นอิมแพคถึงจะเข้าใจ #pixxie ;51300;10393;444;9949;24;420;46031;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7593314729062419719;คุยกับแฟนคลับผู้หญิงพี่ให้มารวดเดียว #pixxie #povidol #iamhartz ;99900;21490;1490;20000;38;1452;46031;123
iamhartz;https://www.tiktok.com/@iamhartz/video/7593306017107119367;คอนที่ไทยป้าขอ1ใบเด้อ #BTS ;499800;129218;8418;120800;270;8148;46031;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7592859693765152018;จำเบอร์โทรน้องได้บ่ #TENLEE ;220100;45311;2511;42800;114;2397;46030;9
iamhartz;https://www.tiktok.com/@iamhartz/video/7591861694800907538;;280200;62123;2523;59600;179;2344;46027;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7591833127031475476;เริ่มต้นปีด้วยกดบัตรคอนค่ะ #BI #비아이 #2026BITOUR #THELASTPARADE_ENCORE #2026THELASTPARADEENCOREINBANGKOK;64900;4428;169;4259;16;153;46027;79
iamhartz;https://www.tiktok.com/@iamhartz/video/7591726690791902471;ต้นปีก็เอาเลยนะ #iamhartz #babymonster #YG ;1000000;232143;32643;199500;543;32100;46027;34
iamhartz;https://www.tiktok.com/@iamhartz/video/7591092945273736455;ร่างปฏิเสธเคะ  #ChenRcj #dunknatachai;662500;125754;8654;117100;344;8310;46025;52
iamhartz;https://www.tiktok.com/@iamhartz/video/7589186027294657799;ตอบกลับ @SIRI มาๆตามคำเรียกร้องถ่ายแบบไม่ใช้เลนส์ #BABYMONSTER    #vivox300series #แค่คลิกซูมชิดติดเวที #ซูมชัด200MPด้วยกล้องZEISS;96100;7393;681;6712;24;657;46020;74
iamhartz;https://www.tiktok.com/@iamhartz/video/7588835559586467079;ฟินมากสวัสดีปีใหม่ค่ะ #โคราช ;137900;15773;573;15200;51;522;46019;43
iamhartz;https://www.tiktok.com/@iamhartz/video/7588526445366955272;โอ้ยปังมาก #BABYMONSTER #LOVEMONSTERSinBKK_D1 #บันเทิงtiktok ;990600;220186;14486;205700;286;14200;46018;20
iamhartz;https://www.tiktok.com/@iamhartz/video/7588516742918376724;อย่าแย่งไมค์พี่ #CHIQUITA #BABYMONSTER #LOVEMONSTERSinBKK_D1 #บันเทิงtiktok ;3000000;450802;33602;417200;702;32900;46018;22
iamhartz;https://www.tiktok.com/@iamhartz/video/7588509359198473480;แพรเองค่ะ #BABYMONSTER #LOVEMONSTERSinBKK_D1 #บันเทิงtiktok ;729400;133862;8262;125600;541;7721;46018;62
iamhartz;https://www.tiktok.com/@iamhartz/video/7588103815220497684;ออนนี่มารับใครที่สนามบิน ❤️ #EucerinThailand #EucerinDermoPureClinical #TreatWithConfidence #จัดการทุกปัญหาสิวและรอยสิวอย่างมั่นใจ #Thiamidol;68000;3924;121;3803;8;113;46017;57
iamhartz;https://www.tiktok.com/@iamhartz/video/7587703362653588743;รีแคปไซน์รอบนี้กุเป็นบ้านไซน์5555 #nctdream #บันเทิงtiktok  #vivoX300Series #แค่คลิกซูมชิดติดเวที #ซูมชัด200MPด้วยกล้องZEISS ;1200000;243149;15249;227900;249;15000;46016;59
iamhartz;https://www.tiktok.com/@iamhartz/video/7586687134048734485;ฮะจิบัง ราเมน มีมะนาวจริงหรอ #ฮะจิบังราเมน #สึเคเมน #tiktokพากิน ;726100;2640;164;2476;12;152;46013;94
iamhartz;https://www.tiktok.com/@iamhartz/video/7586591686306925845;แค่ดูจากกระเป๋าก็รู้เลยหรอวะ #YourColorYourJourney #BaggageLuggage #สาวสวิฟท์ #BaggageLuggageSwift #กระเป๋าเดินทาง;1700000;16386;386;16000;26;360;46013;63
iamhartz;https://www.tiktok.com/@iamhartz/video/7586201884076018965;คอบัวก็ไม่ช่วยให้เคะนะสรุปแล้ว #jeno #nctdream ;772000;164908;12108;152800;308;11800;46012;88
iamhartz;https://www.tiktok.com/@iamhartz/video/7586165585189408021;เขินจีซอง #nctdream #บันเทิงtiktok ;88600;20870;1170;19700;40;1130;46012;20
iamhartz;https://www.tiktok.com/@iamhartz/video/7585610911772085525;วันนี้กลับมาคณะของตัวเอง อยากเรียนอีกอ่ะ #มอกรุงเทพ #DEK69 #TikTokUni #เรียนไหนดี #iamhartz ;24500;1882;25;1857;11;14;46010;126
iamhartz;https://www.tiktok.com/@iamhartz/video/7585497349678812436;ขอมามอบสิ่งดีๆให้รุ่นน้อง #victorproxie #VOC_WHEREIWANNABE  #VOCOfficial #PROXIEth #บันเทิงtiktok ;77300;18263;1963;16300;112;1851;46010;179
iamhartz;https://www.tiktok.com/@iamhartz/video/7584778834134813972;เดตครั้งแรก #JackieJackrin  #OTH_Ent #Jackie_ไม่เป็นไรจริงๆ #บันเทิงTikTok @jackiejackrin ;243400;30308;1708;28600;110;1598;46008;45
iamhartz;https://www.tiktok.com/@iamhartz/video/7584766558602366215;ตื่นเต้นอ่ะการรอคอน 13 ปี #SM_30thAnniversary  #SMTOWNLIVE2025_26_BANGKOK #บันเทิงtiktok ;111700;19398;1798;17600;50;1748;46008;131
iamhartz;https://www.tiktok.com/@iamhartz/video/7584053407367908628;พลังไข่เจียวปู #THISISFORBKK #TWICE #บันเทิงtiktok ;63900;10837;337;10500;16;321;46006;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7583982719407885588;คอนจบแล้วคิดถึงที่สุด #THISISFORBKK #TWICE #บันเทิงtiktok ;282000;61988;3688;58300;87;3601;46006;24
iamhartz;https://www.tiktok.com/@iamhartz/video/7583764606653320469;คิดถึงอ่ะสนุกวันที่ผ่านมามันดีมากเลย #THISISFORBKK #TWICE #บันเทิงtiktok ;104700;19428;1328;18100;33;1295;46005;78
iamhartz;https://www.tiktok.com/@iamhartz/video/7583684121889639700;ตอบกลับ @เจ่เจ้ตึกฟ้า🩵 ไปเก็บโฟกัสจริงด้วย #THISISFORBKK #TWICE #บันเทิงtiktok ;119300;19874;1074;18800;62;1012;46005;32
